,id,name,domain,founded_at,state_code,country_code,entity_type,category_code,funding_total_usd,milestones,industry,size range,current employee estimate,num_employees_bucket,page_rank_value
6250,c:166053,Webponder,webponder.com,2012-07-01,FL,USA,Company,public_relations,,1,internet,1 - 10,1,1,6.668528924539971e-09
6251,c:16609,WebLayers,weblayers.com,2002-01-01,MA,USA,Company,software,10000000,1,computer software,1 - 10,5,1,2.98149767608523e-08
6252,c:166090,Oxagile,oxagile.com,2005-07-22,NY,USA,Company,software,,1,information technology and services,201 - 500,193,200,2.2777525337157e-07
6253,c:166096,Peoplefluent,peoplefluent.com,1997-01-01,NC,USA,Company,software,,1,computer software,501 - 1000,302,500,6.52544199909946e-07
6254,c:1661,Etsy,etsy.com,2005-06-18,NY,USA,Company,ecommerce,91650000,5,internet,1001 - 5000,1789,500,0.000146851029764423
6255,c:209981,elainesgems,etsy.com,2012-01-12,,,Company,ecommerce,,,internet,1001 - 5000,1789,500,0.000146851029764423
6256,c:166103,Security Compass,securitycompass.com,,,CAN,Company,security,,,computer & network security,51 - 200,71,50,2.06542877336765e-07
6257,c:166108,Warply,warp.ly,2012-06-01,,,Company,mobile,500000,1,marketing and advertising,11 - 50,12,1,3.5878323667960096e-08
6258,c:16611,Pictela,pictela.com,2008-10-17,NY,USA,Company,advertising,3499997,3,internet,1 - 10,1,1,9.47666864239551e-08
6259,c:166112,Kinnek,kinnek.com,2012-03-01,NY,USA,Company,advertising,1500000,1,internet,51 - 200,27,1,7.977687834750221e-07
6261,c:16612,Micron Technology,micron.com,1978-01-01,ID,USA,Company,semiconductor,50410400,1,semiconductors,10001+,9192,10000,1.95190298746084e-06
6263,c:166126,Revelex Corp,revelex.com,1999-11-01,FL,USA,Company,ecommerce,,1,computer software,51 - 200,34,50,1.8508238476418997e-08
6264,c:166153,Mycell Technologies,mycelltechnologies.com,,NJ,USA,Company,manufacturing,10000000,,biotechnology,1 - 10,3,1,5.0405820918012995e-09
6265,c:166170,Lolay,lolay.com,2010-01-01,CA,USA,Company,mobile,50000,1,computer software,1 - 10,3,1,1.27999396529323e-08
6266,c:16618,Vocalocity,vocalocity.com,2007-01-01,GA,USA,Company,software,13600000,2,telecommunications,11 - 50,11,50,1.46657196074351e-07
6267,c:166187,Daygains,daygains.com,,,IND,Company,other,,,marketing and advertising,1 - 10,3,50,4.76861319558025e-09
6269,c:16619,Webrageous Studios,webrageous.com,2001-01-01,,,Company,public_relations,,,marketing and advertising,1 - 10,0,1,2.21347219055729e-08
6270,c:166190,Meltwater,meltwater.com,2001-01-01,CA,USA,Company,software,,2,information technology and services,1001 - 5000,1509,1000,4.21357521388736e-06
6273,c:166196,AdMaster,admaster.com.cn,,,CHN,Company,advertising,,,internet,501 - 1000,171,200,3.28863059667377e-06
6274,c:166199,CIGNEX Datamatics,cignex.com,2000-01-01,CA,USA,Company,,,1,information technology and services,501 - 1000,317,500,7.96898426189573e-08
6275,c:51300,CIGNEX Technologies,cignex.com,2000-01-01,CA,USA,Company,software,,2,information technology and services,501 - 1000,317,500,7.96898426189573e-08
6277,c:16620,Mobileye,mobileye.com,1999-01-01,,NLD,Company,automotive,515000000,1,automotive,1001 - 5000,477,200,6.03747226595243e-07
6278,c:166214,Mobento,mobento.com,2012-01-01,,GBR,Company,software,1666777,1,information technology and services,1 - 10,0,1,2.6743326073404598e-08
6279,c:166215,SalvageData Recovery,salvagedata.com,2003-01-01,VA,USA,Company,other,,,information technology and services,11 - 50,6,1,1.32582150972301e-07
6280,c:166217,Millennium InfoLogic,millinfo.net,2009-06-07,,IND,Company,software,,1,information technology and services,11 - 50,14,50,4.60073038999632e-09
6281,c:166231,YunoJuno,yunojuno.com,2012-01-01,,GBR,Company,other,,,marketing and advertising,51 - 200,33,1,1.1830005032987099e-07
6282,c:166242,PushFire,pushfire.com,2012-05-10,TX,USA,Company,consulting,,1,marketing and advertising,1 - 10,5,1,1.8948752251277198e-07
6283,c:166265,PublishThis,publishthis.com,2008-01-01,CA,USA,Company,software,5000000,1,internet,11 - 50,9,50,1.67767327020165e-07
6284,c:265104,Ultra Unlimited,publishthis.com,2007-01-01,CA,USA,Company,software,2738628,,internet,11 - 50,9,50,1.67767327020165e-07
6285,c:166266,Fandor,fandor.com,2009-07-01,CA,USA,Company,games_video,,2,entertainment,51 - 200,43,50,8.82245517093055e-07
6286,c:16627,Delivered Innovation,deliveredinnovation.com,2006-08-01,IL,USA,Company,software,,,information technology and services,1 - 10,0,1,3.06144667930146e-08
6287,c:166271,Junyo,junyo.com,2011-01-01,CA,USA,Company,education,,1,computer software,1 - 10,2,1,2.9849794288247204e-08
6288,c:166284,EyeNetra,eyenetra.com,2011-01-01,MA,USA,Company,biotech,3000000,,"health, wellness and fitness",11 - 50,13,1,6.620968823759731e-08
6289,c:16629,1Up,1up.com,,,,Company,software,,,online media,1 - 10,3,200,1.369548138494e-06
6290,c:1663,A123 Systems,a123systems.com,2001-01-01,MA,USA,Company,nanotech,502860000,5,renewables & environment,501 - 1000,463,1000,2.07120550360778e-07
6292,c:16630,UGO Entertainment,ugo.com,1998-01-01,NY,USA,Company,web,,2,online media,11 - 50,17,1,1.52004765330587e-06
6293,c:166308,Fairfax Media,fairfaxmedia.com.au,,,AUS,Company,advertising,,2,online media,5001 - 10000,2957,5000,6.21276236868013e-07
6295,c:166313,Hubii,hubii.com,,,NOR,Company,web,,,broadcast media,11 - 50,8,1,6.145398152478809e-08
6296,c:166326,Scott Robarge Another 8,another8.com,2012-06-06,,,Company,consulting,,,staffing and recruiting,1 - 10,1,1,5.57524056182217e-09
6297,c:16633,Foley Hoag LLP,foleyhoag.com,1943-01-01,MA,USA,Company,other,,1,law practice,501 - 1000,392,500,2.2493151585592198e-07
6298,c:166335,Supplementler,supplementler.com,2008-01-01,,TUR,Company,ecommerce,,,"health, wellness and fitness",51 - 200,31,50,5.8161137996081604e-08
6299,c:166341,VeraSafe,verasafe.com,,MA,USA,Company,ecommerce,,,legal services,1 - 10,4,1,1.25128173129323e-06
6300,c:166353,Salvigo,wearesalvigo.co.uk,2007-01-01,,GBR,Company,public_relations,,,marketing and advertising,11 - 50,6,1,4.4900024684727504e-09
6301,c:166356,DotSys Software Private Limited,dotsyssoft.com,2010-12-12,,IND,Company,software,,,information technology and services,1 - 10,2,1,4.48773570832472e-09
6302,c:166367,PathJump,pathjump.com,2013-11-01,NY,USA,Company,web,150000,1,internet,1 - 10,0,1,4.48452922686693e-09
6303,c:166376,LEAPIN Digital Keys,digitalkeys.co,2011-02-28,,AUS,Company,mobile,50000,2,information technology and services,1 - 10,4,1,1.91920800054788e-08
6304,c:166380,Clinithink,clinithink.com,2009-01-01,,GBR,Company,software,,1,information technology and services,51 - 200,26,1,2.41105824744502e-08
6305,c:166385,Vizzuality,vizzuality.com,2008-01-01,NY,USA,Company,other,,1,internet,51 - 200,33,1,4.24986926429046e-07
6306,c:16639,SHpartners,shpartners.com,1996-01-01,,BEL,Company,software,,,information technology and services,11 - 50,6,1,1.18361623173233e-08
6307,c:166399,HTT Signs Ltd.,httsigns.com,,,,Company,other,,,printing,1 - 10,3,1,4.8245266248779704e-09
6308,c:1664,Ausra,ausra.com,,CA,USA,Company,cleantech,123300000,2,renewables & environment,11 - 50,12,1,3.43252275443941e-08
6309,c:16640,Kuma Reality Games,kumagames.com,2006-01-01,,,Company,games_video,,,computer games,11 - 50,11,1,4.64700362801389e-08
6310,c:166401,Mytec Software Inc.,mytecsoft.com,2005-10-08,SC,USA,Company,software,,,computer software,51 - 200,53,1,6.36809158454711e-09
6311,c:16641,BrickHouse Security,brickhousesecurity.com,2004-01-01,NY,USA,Company,security,,2,security and investigations,51 - 200,30,50,2.75055248474819e-07
6312,c:166429,Cyberlightning Ltd.,cyberlightning.com,2010-01-01,,FIN,Company,software,,,information technology and services,1 - 10,0,1,3.1000997187531e-08
6313,c:166430,MReady,mready.net,2011-01-01,,,Company,software,,,computer software,11 - 50,13,1,3.6963939359257996e-08
6314,c:166448,Mitre Media Corp.,mitremedia.com,2012-01-01,,CAN,Company,news,8600000,1,financial services,51 - 200,34,1,1.6129535086546002e-08
6316,c:166470,CEBOS,cebos.com,,MI,USA,Company,software,,,computer software,11 - 50,22,1,2.9072614255367203e-08
6317,c:166493,Skift,skift.com,2012-01-30,NY,USA,Company,news,1100000,3,information services,51 - 200,52,50,4.36880201084131e-06
6318,c:1665,Kior,kior.com,2007-01-01,TX,USA,Company,cleantech,297920000,2,oil & energy,11 - 50,20,50,3.65581613881098e-08
6319,c:166500,iFactory,ifactory.com.au,2006-01-01,,AUS,Company,web,,,internet,1 - 10,2,1,1.81945554962705e-07
6320,c:166513,Claraview,claraview.com,,VA,USA,Company,consulting,,2,information technology and services,11 - 50,22,50,4.21618148303177e-08
6321,c:166517,Crowd Vision,crowdvision.co.uk,,,GBR,Company,analytics,,,computer software,11 - 50,20,1,1.0650988913295999e-08
6322,c:166519,STG,stginc.com,,VA,USA,Company,,,1,information technology and services,51 - 200,32,500,2.5042372842056602e-08
6323,c:166520,9GAG,9gag.com,,,HKG,Company,social,2800000,1,entertainment,51 - 200,35,1,2.46636800116254e-06
6324,c:166521,Geocent,geocent.com,,LA,USA,Company,,,,information technology and services,201 - 500,140,200,5.302817633933901e-08
6325,c:166539,M-Way Solutions,mwaysolutions.com,2004-01-01,,DEU,Company,mobile,,,computer software,11 - 50,13,1,2.88156168447752e-07
6326,c:166542,NGDATA,ngdata.com,2012-01-01,,BEL,Company,analytics,5800000,3,computer software,201 - 500,84,50,1.24972632011709e-06
6328,c:166545,Flarian,flarian.com,2012-03-23,,CAN,Company,other,,1,information technology and services,1 - 10,2,1,2.3053489310412798e-08
6329,c:166553,JusTrufs  Chocolatiers Company Private Limited,justrufs.com,,,IND,Company,ecommerce,,,food & beverages,1 - 10,1,1,7.84178188378568e-09
6330,c:166556,Tokyo Otaku Mode,otakumode.com,2012-08-01,,JPN,Company,news,,2,entertainment,51 - 200,23,1,1.14544178233545e-06
6331,c:166566,Field Nation,fieldnation.com,2008-01-01,MN,USA,Company,software,150000,,computer software,1001 - 5000,511,50,1.54706245406238e-07
6332,c:166573,Techmagnate,techmagnate.com,2006-09-26,,IND,Company,search,,,internet,201 - 500,96,50,2.3041504041406001e-07
6333,c:166578,Astronics,astronics.com,,NY,USA,Company,,,,aviation & aerospace,501 - 1000,286,1000,2.1466347553931e-07
6334,c:166580,Dot Medical,dot-medical.com,1997-01-01,,GBR,Company,medical,861815,,medical devices,1 - 10,2,1,1.02604351093182e-08
6335,c:166590,X-IO,xiostorage.com,,,GBR,Company,,,,information technology and services,11 - 50,10,50,1.3432904662256699e-07
6336,c:1666,Atlassian,atlassian.com,2002-01-01,,AUS,Company,enterprise,60000000,2,computer software,1001 - 5000,1607,1000,4.5494774004576505e-05
6341,c:166605,SproutLoud,sproutloud.com,2005-08-03,FL,USA,Company,advertising,,1,marketing and advertising,201 - 500,114,50,1.33991377948839e-07
6342,c:16661,Kleer,kleer.com,,CA,USA,Company,hardware,58000000,,"health, wellness and fitness",11 - 50,8,1,4.54122399158783e-08
6343,c:16662,Playlogic,playlogicgames.com,,,NLD,Company,games_video,19300000,,computer games,1 - 10,0,50,3.4081257543851604e-08
6344,c:166631,Piqora,piqora.com,2012-03-01,CA,USA,Company,enterprise,1400000,2,internet,1 - 10,2,1,1.20905500747551e-06
6345,c:166632,Valassis,valassis.com,1970-01-01,MI,USA,Company,other,,1,marketing and advertising,1001 - 5000,1734,5000,9.324853538866859e-07
6346,c:166633,Mogo Finance Technology,mogo.ca,,,,Company,ecommerce,,,financial services,201 - 500,136,200,1.15048679140116e-07
6347,c:166635,eCareer,ecareer.com,2009-11-01,FL,USA,Company,advertising,16000,,marketing and advertising,1 - 10,2,1,8.03531453050602e-09
6349,c:166638,DIY Co,diy.org,2011-11-01,,,Company,education,,1,e-learning,51 - 200,78,1,3.8925157373709004e-07
6350,c:166640,Vegan Cuts,vegancuts.com,2011-05-01,,CAN,Company,ecommerce,,1,marketing and advertising,11 - 50,9,1,1.54547747657137e-07
6351,c:166643,Venyooz,venyooz.com,,CA,USA,Company,web,,,recreational facilities and services,1 - 10,1,1,5.0229482099196704e-09
6352,c:166646,Skyera,skyera.com,2010-01-01,CA,USA,Company,enterprise,51600000,3,computer hardware,11 - 50,7,50,4.74206896706611e-08
6353,c:166672,Chunyu,chunyu.me,,,,Company,mobile,,,computer software,11 - 50,15,1,1.03877497712648e-08
6354,c:166689,Beer Cartel,beercartel.com.au,2009-04-01,,AUS,Company,ecommerce,,,food & beverages,1 - 10,1,1,7.80699903807014e-08
6355,c:1667,Causes,causes.com,2007-09-01,CA,USA,Company,nonprofit,16350000,,internet,11 - 50,22,1,2.07375598355693e-06
6356,c:166702,Velocity Technology Partners,vtechpartners.com,2000-03-04,GA,USA,Company,network_hosting,,,computer networking,1 - 10,4,1,5.28472128697073e-09
6357,c:166707,TekLinks,teklinks.com,,AL,USA,Company,enterprise,,,information technology and services,201 - 500,224,200,8.294959623917509e-07
6358,c:166716,App Partner Development,apppartner.com,,,,Company,software,,,computer software,11 - 50,17,1,3.86038378889046e-08
6359,c:166719,"Eniware, LLC",eniwaresterile.com,2011-12-01,,,Company,biotech,,,medical devices,11 - 50,8,1,1.12336597039354e-08
6360,c:166725,Blue Calypso,bluecalypso.com,2011-01-01,TX,USA,Company,advertising,6950000,,marketing and advertising,11 - 50,9,1,3.68000519432635e-08
6361,c:166727,Moment.me,moment.me,2012-02-03,NY,USA,Company,web,1500000,1,internet,1 - 10,0,1,2.8324678590977998e-08
6362,c:166738,Secure Access Technologies Inc.,secureaccesstechnologies.com,2012-05-05,CA,USA,Company,security,,,security and investigations,11 - 50,8,1,9.73258040724565e-09
6363,c:166739,Instacart,instacart.com,2012-07-01,CA,USA,Company,local,10800000,3,internet,1001 - 5000,872,500,3.19205559848e-06
6364,c:166741,I Imagine Studio,iimaginestudio.com,2001-08-01,IL,USA,Company,advertising,,1,marketing and advertising,11 - 50,12,1,8.443599101545571e-09
6365,c:166748,Symbotic,symbotic.com,2005-01-01,MA,USA,Company,other,,1,industrial automation,501 - 1000,385,500,2.62451465815809e-08
6366,c:16675,NETGEAR,netgear.com,1996-01-01,CA,USA,Company,hardware,,1,computer networking,1001 - 5000,757,500,3.5236045949906702e-06
6367,c:166751,Sunday Ent.,sundayent.com,,SC,USA,Company,,,,music,1 - 10,4,1,3.316156812284509e-08
6368,c:166758,Lit Motors,litmotors.com,2010-02-01,CA,USA,Company,cleantech,,2,automotive,11 - 50,7,1,1.3150812228392903e-07
6369,c:166772,Fabkids,fabkids.com,2012-01-01,CA,USA,Company,ecommerce,2600000,1,apparel & fashion,11 - 50,21,1,1.1800702925634301e-07
6370,c:166780,Sparkstone,sparkstone.co.uk,,,GBR,Company,ecommerce,,,information technology and services,11 - 50,8,1,3.0564656715232495e-08
6371,c:166781,QuickPay,qpme.com,2010-01-01,CA,USA,Company,mobile,3500000,2,internet,1 - 10,2,1,4.5422865163083e-08
6372,c:166782,Feusd,feusd.com,2010-09-01,,GBR,Company,enterprise,,1,information technology and services,1 - 10,0,1,5.6857494451033e-09
6373,c:166786,Friendsurance,friendsurance.de,2010-01-01,,DEU,Company,other,,,internet,51 - 200,49,50,1.63675314799088e-07
6374,c:166787,Thesys Group,thesys-group.com,2006-01-01,,HUN,Company,consulting,,,information technology and services,1 - 10,2,1,4.99062607068221e-09
6375,c:166796,Techark Solutions,gotechark.com,2012-02-09,,,Company,software,,1,computer software,11 - 50,18,1,8.843771240616699e-08
6376,c:1668,Nanosolar,nanosolar.com,2002-01-01,CA,USA,Company,nanotech,520000000,3,renewables & environment,51 - 200,55,200,9.391040777594321e-08
6379,c:16681,InteQ,inteqnet.com,1995-01-01,MA,USA,Company,software,,1,information technology and services,11 - 50,24,50,1.15551144470317e-08
6380,c:166819,DonationMatch,donationmatch.com,2010-07-01,CA,USA,Company,software,,1,marketing and advertising,1 - 10,5,1,9.609658317301331e-08
6381,c:166825,Reflektion,reflektion.com,2012-01-01,CA,USA,Company,,6404676,,computer software,51 - 200,44,50,1.5156358201393699e-07
6382,c:166845,MediaSpike,mediaspike.com,2011-01-01,CA,USA,Company,advertising,5200000,2,computer software,1 - 10,0,1,3.51326144647166e-08
6383,c:166855,Upstart,upstart.com,2012-04-01,CA,USA,Company,finance,7650000,2,internet,51 - 200,88,50,3.8357913556165297e-07
6384,c:166867,Mango Health,mangohealth.com,2012-02-01,CA,USA,Company,mobile,3050000,1,"health, wellness and fitness",11 - 50,15,1,8.310739734467781e-08
6385,c:16687,SQA Solution,sqasolution.com,,CA,USA,Company,consulting,,1,information technology and services,11 - 50,13,1,1.19617687905765e-08
6386,c:166870,ZANEC TECHNOLOGIES,zanec.com,2007-07-01,,,Company,software,,,computer software,51 - 200,33,50,2.00745326511372e-08
6387,c:166874,Veros Systems,verossystems.com,2001-01-01,TX,USA,Company,enterprise,9500000,,industrial automation,11 - 50,10,1,9.444817245309492e-09
6388,c:166888,Grupo Phoenix,grupophoenix.com,,,COL,Company,manufacturing,,,consumer goods,501 - 1000,229,1000,1.23069071849365e-08
6389,c:166900,Dynasil,dynasil.com,,MA,USA,Company,manufacturing,3000000,,electrical/electronic manufacturing,11 - 50,11,200,8.66137482937428e-08
6390,c:166914,Saban Brands,sabanbrands.com,2010-01-01,CA,USA,Company,,,1,entertainment,51 - 200,80,50,9.867747564627949e-08
6391,c:166916,Elusys Therapeutics,elusys.com,,NJ,USA,Company,biotech,,2,biotechnology,11 - 50,24,1,2.11544917466522e-08
6392,c:166926,Verbumsoft,verbumsoft.com,2008-06-13,CA,USA,Company,software,,,translation and localization,11 - 50,7,1,5.5356455308983e-09
6393,c:166948,IKANOW,ikanow.com,,MD,USA,Company,software,,,computer software,1 - 10,2,1,2.6208097170291802e-08
6396,c:166949,MONTAJ,montajapp.com,2011-01-01,NY,USA,Company,mobile,437500,2,computer software,1 - 10,5,1,9.22657487916662e-09
6397,c:166972,Sylvane,sylvane.com,2000-11-01,GA,USA,Company,ecommerce,,,retail,11 - 50,18,1,1.6041970069028098e-07
6398,c:166980,CMO-ToGo,cmo-togo.com,2010-01-01,,USA,Company,consulting,,1,marketing and advertising,1 - 10,1,1,4.60741182128506e-09
6399,c:166987,Vedantra Pharmaceuticals,vedantra.com,2011-01-01,,USA,Company,biotech,3300000,,pharmaceuticals,1 - 10,3,1,9.98227925220597e-09
6400,c:166988,Ikonisys,ikonisys.com,1999-01-01,CT,USA,Company,biotech,1400000,1,biotechnology,11 - 50,20,50,1.48491960424164e-08
6401,c:166996,Mape,mape.it,,,ITA,Company,manufacturing,12245000,,,1 - 10,0,1,5.46193404194199e-09
6402,c:16701,RALLY! Education,rallyeducation.com,2003-01-01,NY,USA,Company,other,,,education management,11 - 50,16,1,6.522782619661761e-09
6403,c:167013,LIQVID,liqvid.com,2002-01-01,,IND,Company,education,3000000,1,e-learning,201 - 500,81,50,8.22453537500648e-09
6404,c:167016,Safety Services Company,safetyservicescompany.com,,AZ,USA,Company,legal,,,oil & energy,201 - 500,110,200,5.855882313807981e-08
6405,c:16702,BNO News,bnonews.com,2009-01-01,,,Company,web,,2,online media,11 - 50,6,1,1.65083883033675e-07
6407,c:167036,Feedspot,feedspot.com,2012-08-01,CA,USA,Company,web,,1,internet,1 - 10,1,1,3.35951606778264e-06
6408,c:167058,Wochit,wochit.com,2012-05-01,NY,USA,Company,news,4750000,1,computer software,51 - 200,62,50,3.0601403584043196e-07
